,batch_size,c,clip_grad_norm,data_path,device,exclude_classes,grad_accum_steps,logging_steps,max_lr,model,num_classes,num_epochs,output_dir,reduction,save_path,seed,warmup_steps,weight_decay,f1_score
10,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/185101,15355,100,1e-05,0.5646392496392496
11,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/145133,67554,50,0.001,0.7344212523719166
12,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/203409,92435,100,0.01,0.6804515050167225
13,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/154345,7206,150,0.01,0.6866879913255626
14,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/192141,74313,100,0.0001,0.6829676556505826
15,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/164108,49619,100,0.0001,0.6324242424242423
16,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/172415,27922,150,0.001,0.630574682492841
17,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/200824,25308,150,0.001,0.6451128863117637
18,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/223726,1059,50,0.01,0.5591016548463358
19,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/112529,44028,25,0.001,0.6163333333333333
20,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/204830,64869,25,1e-05,0.6776218062982768
21,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/142240,82503,100,0.0001,0.6613091869458593
22,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/154154,95996,150,0.01,0.6007283903835627
23,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/174944,26390,100,0.01,0.6317150833471875
24,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/231212,55076,50,1e-05,0.6656378104653966
25,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/132233,13823,150,0.01,0.5613495602626037
26,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/140531,55678,25,0.0001,0.6924675324675325
27,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/195145,28746,100,0.001,0.7111533120967083
28,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/210425,15896,100,1e-05,0.6817432355250946
29,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/200024,66731,150,0.001,0.6677644900953779
30,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/110636,25654,100,0.0001,0.6646051024998394
31,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/125443,92351,25,0.01,0.5393195108984583
32,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/175246,98478,100,0.01,0.5731917211328976
33,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/133012,22920,25,1e-05,0.6821038294305621
34,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/235112,94730,50,0.0001,0.677569811052454
35,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/134058,8580,50,1e-05,0.6384004884004884
36,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/183946,28791,50,1e-05,0.6395516282114222
37,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/155824,48797,50,1e-05,0.6092467532467533
38,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/102607,84709,50,1e-05,0.6358216602798646
39,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/102322,5797,50,1e-05,0.6518302111325367
40,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/194306,9599,50,0.001,0.7133500417710945
41,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/200906,31099,25,0.01,0.5895526695526696
42,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/224617,58749,100,0.01,0.5148964617293459
43,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/134315,63941,50,1e-05,0.6856073904436967
44,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/162741,99814,25,0.0001,0.5949610389610389
45,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/194529,91671,50,0.001,0.6230353959765724
46,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/115333,77474,150,0.001,0.6776466561254524
47,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/115820,43508,25,0.01,0.5870067917495474
48,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/171003,77114,50,0.001,0.6940402509368027
49,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/154052,32122,150,0.01,0.6603174603174603
50,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/160652,64668,100,1e-05,0.6428271728271728
51,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/193421,2404,25,0.001,0.6771825396825397
52,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/123649,99294,100,0.001,0.6095741565587288
53,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/153603,4058,100,0.01,0.6009141071666001
54,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/232918,54257,150,1e-05,0.6699578620939194
55,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/160741,53537,100,1e-05,0.643856143856144
56,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/101447,16871,50,1e-05,0.6545648723140325
57,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/170058,33318,25,0.001,0.6881463146314631
58,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/170717,74388,50,0.001,0.674520358868185
59,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/123339,36096,50,0.001,0.6471945782058143
60,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/130539,88313,50,0.01,0.49056377335846796
61,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/125635,51313,25,0.01,0.5669114647082822
62,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/130017,20168,25,0.01,0.6032541174985802
63,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/141353,86871,50,0.0001,0.6689342403628118
64,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/152327,37887,50,0.01,0.6418373166357998
65,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/142343,87213,100,0.0001,0.6344822812846069
66,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/221941,83433,150,0.001,0.6258490425579951
67,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/184456,44396,100,1e-05,0.7005741626794257
68,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/122202,13145,25,0.001,0.6777183600713012
69,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/131444,50742,100,0.01,0.5605705440070765
70,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/113204,62282,50,0.001,0.6128384912959381
71,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/225925,74006,150,0.01,0.6029461279461279
72,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/170642,59375,50,0.001,0.6855587757121653
73,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/211422,36035,150,1e-05,0.6360599518598476
74,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/190000,4597,25,0.0001,0.6323568333653498
75,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/195647,72494,100,0.001,0.6188588287979769
76,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/204348,64499,25,1e-05,0.6637693461222873
77,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/165837,93026,25,0.001,0.6370259527706337
78,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/200118,50005,150,0.001,0.6939293492773968
79,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/135236,61253,100,1e-05,0.6907093022298004
80,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/104901,47551,25,0.0001,0.5882630804228556
81,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/222827,3063,25,0.01,0.4933776389095538
82,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/231400,28578,50,1e-05,0.6177394034536892
83,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/161524,71538,150,1e-05,0.5411697722567289
84,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/213024,52075,50,0.0001,0.6743731431966725
85,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/154942,61479,25,1e-05,0.6422283865002312
86,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/124814,96145,150,0.001,0.6662556802993852
87,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/205248,6337,50,1e-05,0.6692424242424242
88,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/123021,12725,50,0.001,0.6432352986205736
89,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/103718,96153,100,1e-05,0.6449928808732797
90,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/120206,23798,25,0.01,0.6334599797365754
91,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/175828,16604,150,0.01,0.6385555555555555
92,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/143248,26745,150,0.0001,0.6828174738287098
93,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/115813,46592,25,0.01,0.616157399312234
94,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/234118,32083,25,0.0001,0.656950456950457
95,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/104016,46292,150,1e-05,0.6363759705070865
96,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/144931,43033,50,0.001,0.659197954437109
97,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/224743,57499,100,0.01,0.5773618538324421
98,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/194227,50265,25,0.001,0.5888843383186455
99,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/171522,66191,100,0.001,0.6724537463888377
100,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/193546,28945,25,0.001,0.6830662616952939
101,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/153216,83981,100,0.01,0.6438006808561859
102,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/220625,16530,50,0.001,0.6112036008249192
103,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/231519,30578,50,1e-05,0.6919797979797979
104,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/195659,55203,100,0.001,0.7035056446821153
105,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/151748,26056,25,0.01,0.5845299802746611
106,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/203509,13275,150,0.01,0.6099881164587047
107,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/151432,34321,25,0.01,0.5667176870748301
108,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/215201,1712,150,0.0001,0.641716783425169
109,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/210246,47517,100,1e-05,0.665143375509531
110,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/232508,62382,100,1e-05,0.6585017880670054
111,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/223233,90910,25,0.01,0.5735768903993204
112,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/190832,70546,50,0.0001,0.6753196846220102
113,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/113242,67347,50,0.001,0.6172048147424345
114,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/114938,10102,150,0.001,0.6742402750913389
115,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/114052,49677,100,0.001,0.6784749455337691
116,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/110009,97541,50,0.0001,0.6220426975746125
117,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/214453,32655,150,0.0001,0.644222273889793
118,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/125049,19135,150,0.001,0.6537097505668934
119,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/132630,8660,150,0.01,0.554170363797693
120,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/153201,37463,100,0.01,0.5480290275761973
121,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/210106,39646,100,1e-05,0.6412590187590188
122,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/133421,24850,25,1e-05,0.6111625867459773
123,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/160947,85015,100,1e-05,0.6681318681318682
124,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/155023,31741,25,1e-05,0.6724143692564746
125,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/115043,65579,150,0.001,0.6858248215900129
126,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/111757,61535,150,0.0001,0.5746904489172532
127,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/171843,10153,100,0.001,0.6655863282180754
128,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/104610,96691,150,1e-05,0.6241691641691642
129,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/223313,64900,25,0.01,0.5585164835164835
130,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/215333,75908,25,0.001,0.6272487637312744
131,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/110242,92557,50,0.0001,0.6546421389441985
132,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/101442,19419,25,1e-05,0.6657208913757261
133,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/211830,15053,25,0.0001,0.5947739820565908
134,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/192536,71359,150,0.0001,0.7353416149068324
135,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/222309,74306,150,0.001,0.680226250511108
136,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/144835,91790,50,0.001,0.6594652406417112
137,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/122758,93055,50,0.001,0.6851470588235294
138,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/173259,30170,25,0.01,0.5771526610035927
139,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/135950,56074,150,1e-05,0.6783173438609976
140,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/161613,49586,150,1e-05,0.6356787904620599
141,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/152431,69888,50,0.01,0.5549985025456724
142,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/102839,22491,100,1e-05,0.6960127591706539
143,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/105120,95711,25,0.0001,0.5206926406926407
144,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/150614,91538,150,0.001,0.7189399029488616
145,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,0.0001,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/105158,68381,25,0.0001,0.6682740183792816
146,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/152723,97248,50,0.01,0.621949520334811
147,4,4.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,1e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/211434,45342,150,1e-05,0.6501797101893697
148,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,80,../results,mean/max,../results/20220430/141417,93883,50,0.0001,0.6921971308569248
149,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,5e-05,clinicalslidingwindow,5,100,../results,mean/max,../results/20220430/160154,91054,50,1e-05,0.6683224144276776
150,4,2.0,1.0,../data/dataset.pkl,cuda,unknown,4,10,2e-05,clinicalslidingwindow,5,60,../results,mean/max,../results/20220430/143952,36408,25,0.001,0.6552508361204014
