,batch_size,c,clip_grad_norm,data_path,device,exclude_classes,grad_accum_steps,logging_steps,max_lr,model,num_classes,num_epochs,output_dir,reduction,save_path,seed,warmup_steps,weight_decay,f1_score
109,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,50,../results,attention,../results/20220502/065617,1096,100,0.01,0.7522566322566322
110,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,40,../results,attention,../results/20220502/052750,54662,50,0.0001,0.8430193956965676
111,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,50,../results,attention,../results/20220502/001656,61264,25,0.0001,0.7341963322545847
112,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,40,../results,attention,../results/20220502/062444,49748,150,0.001,0.8264517356035487
113,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,40,../results,attention,../results/20220502/013032,78402,25,0.01,0.3583951653516871
114,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,2e-05,clinicallongformer,5,30,../results,attention,../results/20220502/021521,47650,50,1e-05,0.7310777393528827
115,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,2e-05,clinicallongformer,5,50,../results,attention,../results/20220502/031659,35342,150,0.0001,0.7307891798124356
116,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,30,../results,attention,../results/20220502/000705,63221,25,0.0001,0.6553848283499446
117,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,50,../results,attention,../results/20220502/045315,63144,50,1e-05,0.7769207812268256
118,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,2e-05,clinicallongformer,5,40,../results,attention,../results/20220502/025547,56881,50,0.0001,0.7834792570850373
119,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,40,../results,attention,../results/20220502/053736,97881,100,0.0001,0.7861533265788585
120,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,2e-05,clinicallongformer,5,40,../results,attention,../results/20220502/043044,14623,150,0.01,0.765103668261563
121,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,2e-05,clinicallongformer,5,40,../results,attention,../results/20220502/022732,87119,100,1e-05,0.7819661222020569
122,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,30,../results,attention,../results/20220502/060523,18135,50,0.001,0.7849983349983349
123,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,2e-05,clinicallongformer,5,50,../results,attention,../results/20220502/025757,48814,50,0.0001,0.7545441756256839
124,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,40,../results,attention,../results/20220502/001048,71228,25,0.0001,0.7147871148459384
125,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,40,../results,attention,../results/20220502/060550,1153,50,0.001,0.8478801379345062
126,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,30,../results,attention,../results/20220502/044024,92946,25,1e-05,0.8126363722229678
127,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,50,../results,attention,../results/20220502/063725,44483,25,0.01,0.766297428062134
128,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,50,../results,attention,../results/20220502/053114,51352,50,0.0001,0.8133114395183361
129,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,5e-05,clinicallongformer,5,50,../results,attention,../results/20220502/062727,10468,150,0.001,0.8005943300360103
130,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,50,../results,attention,../results/20220502/004530,22084,150,0.0001,0.7944021182524417
131,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/212315,98166,25,1e-05,0.8054658385093167
132,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/215813,44278,100,0.0001,0.8091524351676155
133,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/232544,60454,150,0.01,0.7684769850372359
134,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/221738,4805,25,0.001,0.7616223565449572
135,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/214117,82974,25,0.0001,0.8118075522330841
136,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/210637,26116,25,1e-05,0.7998514188284009
137,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/224104,43815,100,0.001,0.8196477296420186
138,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,50,../results,attention,../results/20220501/235017,36816,50,1e-05,0.7348573951220302
139,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/222537,43273,25,0.001,0.8472645515478405
140,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/224706,26107,150,0.001,0.8087645687645688
141,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,30,../results,attention,../results/20220501/235716,39930,150,1e-05,0.68910253344175
142,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,50,../results,attention,../results/20220501/235452,81412,100,1e-05,0.7463103838026439
143,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/224638,6914,150,0.001,0.8392187986305633
144,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/221901,63152,25,0.001,0.7932904989747096
145,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/213139,5673,150,1e-05,0.8413124698353901
146,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/213216,98761,150,1e-05,0.8475144603295863
147,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/215100,13986,50,0.0001,0.8024795321637427
148,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/224127,81367,100,0.001,0.8191438337284305
149,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/230908,40734,50,0.01,0.77895655735377
150,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/232840,38325,150,0.01,0.7980342565747537
151,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/211613,20679,50,1e-05,0.819973801818462
152,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/215712,64358,50,0.0001,0.7964395084127551
153,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/212900,11012,100,1e-05,0.826095238095238
154,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/232142,28843,100,0.01,0.7919482275668888
155,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/221256,65777,150,0.0001,0.858095238095238
156,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,50,../results,attention,../results/20220501/233834,59006,25,1e-05,0.7474349881796691
157,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/222834,11341,50,0.001,0.8242793438445611
158,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/214835,10919,50,0.0001,0.8304530574077219
159,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/231525,54788,100,0.01,0.7423638844173488
160,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,30,../results,attention,../results/20220501/210640,33394,50,1e-05,0.8009202971968928
161,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,40,../results,attention,../results/20220501/233727,49049,25,1e-05,0.6772751370159641
162,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,1e-05,clinicallongformer,5,40,../results,attention,../results/20220501/234442,26161,50,1e-05,0.6664813195780147
163,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,40,../results,attention,../results/20220501/220025,17274,100,0.0001,0.8404800470634376
164,8,,1.0,../data/dataset.pkl,cuda,unknown,2,10,0.0001,clinicallongformer,5,50,../results,attention,../results/20220501/225333,40309,150,0.001,0.7842614323305597
